date,region,product,units,price,revenue,marketing_spend,churn_rate
2024-04-04,LATAM,Shoes,52,71.34,3709.77,281.07,0.063
2024-04-04,LATAM,Laptop,24,24.76,594.15,367.9,0.082
2024-04-05,North America,Smartwatch,12,57.88,694.56,301.3,0.127
2024-04-05,North America,Book,43,140.31,6033.31,313.32,0.07
2024-04-05,North America,Shoes,50,49.05,2452.44,137.84,0.102
2024-04-05,Europe,Headphones,16,51.98,831.63,134.79,0.05
2024-04-05,Europe,Laptop,7,130.48,913.38,395.34,0.05
2024-04-05,Europe,Book,6,118.01,708.08,165.1,0.101
2024-04-05,Europe,Blender,27,121.94,3292.46,335.48,0.095
2024-04-05,APAC,Camera,34,83.53,2839.99,201.45,0.059
2024-04-05,APAC,Smartwatch,15,10.25,153.76,255.47,0.094
2024-04-05,LATAM,Blender,40,16.08,643.39,291.07,0.141
2024-04-05,LATAM,Smartwatch,7,41.26,288.79,288.13,0.071
2024-04-06,North America,Blender,7,128.55,899.87,63.17,0.1
2024-04-06,North America,Headphones,38,102.83,3907.52,152.67,0.136
2024-04-06,Europe,Shoes,7,136.39,954.76,245.62,0.133
2024-04-06,Europe,Book,44,131.24,5774.69,389.21,0.135
2024-04-06,Europe,Blender,27,78.62,2122.74,212.67,0.038
2024-04-06,APAC,Book,50,78.67,3933.57,329.29,0.132
2024-04-06,APAC,Headphones,13,51.23,666.03,187.56,0.12
2024-04-06,LATAM,Smartwatch,34,57.02,1938.8,126.76,0.09
2024-04-06,LATAM,Headphones,52,113.83,5919.03,350.96,0.045
2024-04-06,LATAM,Laptop,35,96.19,3366.61,259.81,0.113
2024-04-06,LATAM,Book,38,96.25,3657.43,311.85,0.143
2024-04-07,North America,Headphones,16,44.19,707.03,348.4,0.03
2024-04-07,North America,Book,49,96.33,4720.21,78.24,0.036
2024-04-07,North America,Laptop,29,121.22,3515.47,338.96,0.05
2024-04-07,North America,Camera,26,47.07,1223.72,284.83,0.042
2024-04-07,Europe,Blender,47,10.92,513.46,211.21,0.079
2024-04-07,Europe,Smartwatch,59,134.23,7919.6,246.94,0.142
2024-04-07,Europe,Laptop,36,80.26,2889.51,120.01,0.105
2024-04-07,Europe,Headphones,19,145.38,2762.29,273.78,0.097
2024-04-07,APAC,Smartwatch,12,62.99,755.88,293.41,0.123
2024-04-07,APAC,Blender,51,79.35,4046.67,130.88,0.104
2024-04-07,LATAM,Blender,59,31.71,1871.13,385.63,0.064
2024-04-07,LATAM,Book,18,24.35,438.36,208.57,0.051
2024-04-07,LATAM,Camera,12,104.24,1250.93,364.45,0.144
2024-04-08,North America,Blender,18,16.35,294.32,79.25,0.093
2024-04-08,North America,Smartwatch,40,57.34,2293.62,326.87,0.114
2024-04-08,North America,Shoes,58,56.41,3271.8,175.39,0.119
2024-04-08,North America,Book,17,104.4,1774.76,294.25,0.112
2024-04-08,Europe,Blender,34,14.65,497.96,354.61,0.057
2024-04-08,Europe,Book,32,33.31,1066.0,383.44,0.062
2024-04-08,APAC,Laptop,31,104.04,3225.2,117.56,0.134
2024-04-08,APAC,Headphones,6,49.48,296.89,320.99,0.092
2024-04-08,APAC,Camera,59,128.71,7593.78,348.44,0.129
2024-04-08,LATAM,Smartwatch,31,112.86,3498.69,151.38,0.045
2024-04-08,LATAM,Shoes,9,133.43,1200.89,380.63,0.142
2024-04-08,LATAM,Book,57,90.9,5181.08,396.75,0.066
2024-04-08,LATAM,Laptop,49,68.85,3373.67,84.73,0.096
2024-04-09,North America,Headphones,5,10.83,54.13,165.55,0.064
2024-04-09,North America,Smartwatch,39,134.71,5253.58,132.38,0.09
2024-04-09,Europe,Book,54,53.87,2909.24,278.22,0.034
2024-04-09,Europe,Shoes,45,115.65,5204.44,340.97,0.1
2024-04-09,APAC,Headphones,8,23.82,190.52,124.79,0.091
2024-04-09,APAC,Book,34,140.86,4789.15,371.6,0.067
2024-04-09,APAC,Shoes,19,77.86,1479.29,204.03,0.123
2024-04-09,LATAM,Smartwatch,40,22.15,886.0,60.42,0.08
2024-04-09,LATAM,Camera,29,36.05,1045.4,384.39,0.048
2024-04-10,North America,Laptop,17,40.02,680.4,60.2,0.07
2024-04-10,North America,Shoes,56,74.39,4165.6,268.93,0.115
2024-04-10,North America,Book,48,17.5,840.1,334.85,0.142
2024-04-10,North America,Headphones,34,131.68,4476.99,228.41,0.051
2024-04-10,Europe,Smartwatch,36,104.46,3760.69,108.66,0.077
2024-04-10,Europe,Laptop,43,136.55,5871.58,54.97,0.128
2024-04-10,APAC,Blender,51,26.48,1350.37,394.93,0.05
2024-04-10,APAC,Book,44,146.14,6430.13,269.71,0.13
2024-04-10,LATAM,Headphones,44,35.87,1578.3,243.68,0.053
2024-04-10,LATAM,Blender,57,63.8,3636.69,265.65,0.067
2024-04-10,LATAM,Book,41,62.91,2579.2,175.09,0.086
2024-04-11,North America,Smartwatch,20,84.21,1684.28,158.08,0.145
2024-04-11,North America,Headphones,16,55.53,888.51,300.44,0.109
2024-04-11,North America,Blender,49,147.53,7229.05,95.82,0.136
2024-04-11,Europe,Headphones,23,65.61,1509.02,372.12,0.091
2024-04-11,Europe,Smartwatch,19,116.58,2215.08,379.83,0.03
2024-04-11,APAC,Laptop,37,16.14,597.0,224.63,0.087
2024-04-11,APAC,Smartwatch,8,127.26,1018.05,134.61,0.05
2024-04-11,APAC,Book,16,47.22,755.53,91.5,0.136
2024-04-11,APAC,Shoes,7,53.56,374.9,64.06,0.075
2024-04-11,LATAM,Camera,38,128.39,4878.81,109.5,0.114
2024-04-11,LATAM,Laptop,41,15.09,618.73,117.98,0.055
2024-04-11,LATAM,Shoes,23,75.03,1725.59,369.47,0.113
2024-04-12,North America,Camera,8,137.39,1099.08,190.1,0.147
2024-04-12,North America,Blender,17,12.36,210.04,290.96,0.065
2024-04-12,North America,Smartwatch,23,50.75,1167.22,69.81,0.11
2024-04-12,Europe,Camera,50,92.26,4612.82,72.61,0.141
2024-04-12,Europe,Smartwatch,48,109.7,5265.68,274.2,0.076
2024-04-12,APAC,Shoes,18,69.95,1259.18,346.66,0.061
2024-04-12,APAC,Laptop,10,21.93,219.34,380.01,0.122
2024-04-12,APAC,Blender,12,69.73,836.74,360.12,0.11
2024-04-12,APAC,Camera,15,139.91,2098.62,370.74,0.052
2024-04-12,LATAM,Camera,17,137.51,2337.65,265.15,0.148
2024-04-12,LATAM,Headphones,18,139.46,2510.29,313.04,0.054
2024-04-12,LATAM,Book,52,40.6,2110.97,83.71,0.031
2024-04-13,North America,Smartwatch,47,56.57,2658.85,381.27,0.064
2024-04-13,North America,Headphones,47,94.77,4454.07,260.33,0.05
2024-04-13,Europe,Camera,36,18.52,666.57,220.13,0.136
2024-04-13,Europe,Blender,5,98.39,491.94,189.52,0.057
2024-04-13,Europe,Smartwatch,38,149.57,5683.82,135.94,0.097
2024-04-13,APAC,Headphones,14,86.86,1216.09,91.84,0.124
2024-04-13,APAC,Blender,16,106.68,1706.94,134.32,0.089
2024-04-13,APAC,Smartwatch,47,130.52,6134.21,240.57,0.046
2024-04-13,LATAM,Book,41,56.37,2311.1,313.76,0.133
2024-04-13,LATAM,Blender,58,36.85,2137.56,321.35,0.082
2024-04-13,LATAM,Camera,58,36.93,2141.75,254.92,0.104
2024-04-14,North America,Camera,16,71.97,1151.51,385.54,0.093
2024-04-14,North America,Blender,22,29.87,657.24,293.02,0.121
2024-04-14,Europe,Headphones,55,109.42,6017.86,279.35,0.031
2024-04-14,Europe,Camera,20,142.65,2852.9,234.59,0.083
2024-04-14,APAC,Headphones,19,121.88,2315.72,342.22,0.079
2024-04-14,APAC,Book,36,46.64,1679.04,196.41,0.138
2024-04-14,APAC,Camera,57,87.28,4974.73,300.59,0.126
2024-04-14,APAC,Shoes,11,137.53,1512.86,381.86,0.047
2024-04-14,LATAM,Headphones,34,22.85,777.01,331.84,0.131
2024-04-14,LATAM,Camera,56,146.83,8222.2,115.8,0.036
2024-04-15,North America,Smartwatch,35,32.06,1122.06,54.97,0.102
2024-04-15,North America,Shoes,42,94.37,3963.54,388.15,0.132
2024-04-15,North America,Headphones,27,139.95,3778.56,54.24,0.125
2024-04-15,Europe,Laptop,37,71.36,2640.48,82.44,0.082
2024-04-15,Europe,Shoes,17,101.65,1728.06,201.62,0.08
2024-04-15,Europe,Camera,58,43.67,2532.65,142.26,0.121
2024-04-15,APAC,Shoes,11,54.72,601.95,306.8,0.042
2024-04-15,APAC,Laptop,23,103.38,2377.75,321.43,0.072
2024-04-15,APAC,Blender,5,102.48,512.38,276.24,0.059
2024-04-15,APAC,Headphones,56,57.79,3236.43,379.25,0.036
2024-04-15,LATAM,Headphones,59,77.27,4559.14,298.9,0.041
2024-04-15,LATAM,Shoes,31,123.88,3840.3,203.07,0.058
2024-04-15,LATAM,Camera,8,38.02,304.18,166.61,0.105
2024-04-16,North America,Blender,11,52.83,581.18,378.33,0.134
2024-04-16,North America,Shoes,22,130.19,2864.26,313.77,0.041
2024-04-16,Europe,Blender,7,116.6,816.18,99.89,0.148
2024-04-16,Europe,Laptop,57,69.21,3945.23,232.28,0.052
2024-04-16,Europe,Camera,42,41.96,1762.19,282.95,0.074
2024-04-16,APAC,Shoes,10,126.73,1267.27,210.74,0.059
2024-04-16,APAC,Headphones,41,148.36,6082.79,395.43,0.032
2024-04-16,APAC,Smartwatch,50,87.98,4399.15,392.6,0.116
2024-04-16,LATAM,Camera,43,85.1,3659.4,312.27,0.13
2024-04-16,LATAM,Headphones,47,69.66,3274.23,168.38,0.091
2024-04-16,LATAM,Laptop,40,112.54,4501.55,266.16,0.137
2024-04-17,North America,Book,56,65.8,3684.84,155.48,0.142
2024-04-17,North America,Blender,29,83.26,2414.51,66.97,0.115
2024-04-17,Europe,Shoes,20,41.57,831.4,70.13,0.101
2024-04-17,Europe,Smartwatch,27,38.16,1030.42,235.38,0.038
2024-04-17,Europe,Blender,58,19.62,1138.04,251.5,0.137
2024-04-17,Europe,Laptop,27,79.68,2151.49,159.98,0.094
2024-04-17,APAC,Blender,37,132.49,4902.25,238.95,0.035
2024-04-17,APAC,Shoes,22,59.73,1314.15,183.11,0.069
2024-04-17,APAC,Headphones,18,33.84,609.12,286.44,0.044
2024-04-17,APAC,Smartwatch,34,126.41,4298.11,265.96,0.069
2024-04-17,LATAM,Headphones,45,48.88,2199.53,196.98,0.07
2024-04-17,LATAM,Camera,23,83.74,1926.07,208.85,0.033
2024-04-17,LATAM,Blender,29,45.61,1322.55,304.8,0.084
2024-04-17,LATAM,Shoes,30,22.07,662.21,107.89,0.116
2024-04-18,North America,Laptop,49,81.17,3977.4,50.77,0.125
2024-04-18,North America,Camera,57,129.66,7390.76,106.77,0.107
2024-04-18,North America,Smartwatch,12,126.32,1515.81,392.65,0.143
2024-04-18,Europe,Book,12,64.84,778.1,134.96,0.051
2024-04-18,Europe,Laptop,48,51.13,2454.11,54.0,0.148
2024-04-18,Europe,Headphones,27,123.74,3340.88,159.26,0.141
2024-04-18,APAC,Headphones,19,68.03,1292.5,73.25,0.142
2024-04-18,APAC,Blender,54,137.68,7434.61,80.13,0.102
2024-04-18,APAC,Shoes,31,69.58,2156.88,185.23,0.049
2024-04-18,APAC,Smartwatch,57,113.72,6482.31,199.19,0.097
2024-04-18,LATAM,Book,26,58.21,1513.37,134.31,0.074
2024-04-18,LATAM,Laptop,43,32.5,1397.61,85.08,0.1
2024-04-18,LATAM,Blender,14,80.12,1121.72,373.78,0.121
2024-04-18,LATAM,Smartwatch,13,103.21,1341.78,107.03,0.122
2024-04-19,North America,Headphones,59,71.26,4204.21,148.11,0.068
2024-04-19,North America,Camera,43,101.86,4380.08,305.39,0.13
2024-04-19,Europe,Smartwatch,47,129.61,6091.49,175.5,0.062
2024-04-19,Europe,Book,46,35.16,1617.55,290.19,0.067
2024-04-19,Europe,Laptop,21,112.65,2365.75,126.91,0.07
2024-04-19,Europe,Blender,37,136.07,5034.58,78.77,0.036
2024-04-19,APAC,Book,13,120.26,1563.42,274.53,0.054
2024-04-19,APAC,Camera,31,63.66,1973.47,120.93,0.121
2024-04-19,APAC,Headphones,9,19.15,172.39,163.93,0.047
2024-04-19,LATAM,Book,36,104.22,3751.92,392.26,0.089
2024-04-19,LATAM,Laptop,58,12.9,747.94,330.75,0.112
2024-04-19,LATAM,Smartwatch,7,58.19,407.33,100.3,0.064
2024-04-19,LATAM,Blender,35,126.05,4411.74,309.98,0.133
2024-04-20,North America,Blender,8,43.88,351.01,96.39,0.073
2024-04-20,North America,Smartwatch,39,120.24,4689.42,105.8,0.062
2024-04-20,Europe,Shoes,27,118.16,3190.2,239.17,0.144
2024-04-20,Europe,Blender,9,115.83,1042.46,383.63,0.03
2024-04-20,Europe,Camera,7,139.08,973.54,195.97,0.036
2024-04-20,Europe,Headphones,58,77.33,4485.42,396.07,0.118
2024-04-20,APAC,Headphones,46,40.38,1857.5,143.3,0.138
2024-04-20,APAC,Shoes,35,76.04,2661.54,198.13,0.058
2024-04-20,LATAM,Smartwatch,18,100.69,1812.48,264.15,0.054
2024-04-20,LATAM,Blender,28,50.15,1404.1,91.47,0.127
2024-04-20,LATAM,Headphones,10,85.35,853.53,92.24,0.13
2024-04-21,North America,Camera,29,53.53,1552.39,335.93,0.031
2024-04-21,North America,Laptop,19,13.6,258.4,172.72,0.079
2024-04-21,Europe,Smartwatch,9,72.47,652.23,348.68,0.108
2024-04-21,Europe,Blender,31,32.96,1021.62,339.35,0.109
2024-04-21,Europe,Headphones,36,86.85,3126.52,222.21,0.136
2024-04-21,APAC,Laptop,41,96.91,3973.18,64.12,0.12
2024-04-21,APAC,Shoes,38,112.06,4258.25,94.3,0.042
2024-04-21,LATAM,Book,46,56.67,2606.68,66.47,0.147
2024-04-21,LATAM,Shoes,42,109.73,4608.63,357.19,0.131
2024-04-21,LATAM,Smartwatch,48,10.49,503.66,249.33,0.15
2024-04-21,LATAM,Headphones,28,92.31,2584.72,138.35,0.091
2024-04-22,North America,Laptop,40,148.82,5952.75,135.5,0.061
2024-04-22,North America,Book,32,128.51,4112.32,243.86,0.048
2024-04-22,North America,Camera,8,137.72,1101.78,149.37,0.044
2024-04-22,Europe,Shoes,27,79.97,2159.16,262.9,0.145
2024-04-22,Europe,Camera,51,117.9,6012.73,249.61,0.044
2024-04-22,APAC,Blender,18,25.4,457.28,274.13,0.064
2024-04-22,APAC,Book,58,133.62,7750.03,101.4,0.059
2024-04-22,APAC,Camera,58,69.86,4051.66,98.1,0.112
2024-04-22,LATAM,Laptop,57,49.55,2824.34,364.88,0.05
2024-04-22,LATAM,Shoes,36,32.22,1159.77,198.85,0.044
2024-04-22,LATAM,Camera,13,148.25,1927.22,214.68,0.092
2024-04-22,LATAM,Blender,52,69.56,3617.34,136.65,0.069
2024-04-23,North America,Laptop,15,61.45,921.79,148.72,0.108
2024-04-23,North America,Camera,35,136.15,4765.14,249.31,0.101
2024-04-23,Europe,Blender,10,97.78,977.82,175.81,0.121
2024-04-23,Europe,Laptop,20,47.46,949.21,316.92,0.12
2024-04-23,APAC,Headphones,22,22.53,495.71,296.65,0.115
2024-04-23,APAC,Shoes,55,80.7,4438.32,306.77,0.071
2024-04-23,APAC,Blender,11,68.29,751.18,221.16,0.084
2024-04-23,APAC,Smartwatch,6,89.08,534.46,360.52,0.053
2024-04-23,LATAM,Camera,33,68.71,2267.37,348.17,0.044
2024-04-23,LATAM,Headphones,18,34.33,617.88,308.41,0.058
2024-04-24,North America,Blender,23,74.67,1717.32,56.52,0.137
2024-04-24,North America,Book,12,97.35,1168.17,384.48,0.116
2024-04-24,North America,Headphones,31,70.6,2188.73,254.98,0.118
2024-04-24,North America,Smartwatch,21,32.64,685.42,66.6,0.118
2024-04-24,Europe,Smartwatch,45,26.55,1194.54,157.45,0.126
2024-04-24,Europe,Book,16,92.36,1477.78,187.1,0.102
2024-04-24,Europe,Laptop,37,129.57,4794.26,361.88,0.103
2024-04-24,Europe,Shoes,15,96.41,1446.12,300.48,0.047
2024-04-24,APAC,Blender,13,90.45,1175.89,245.01,0.126
2024-04-24,APAC,Book,9,136.15,1225.37,321.51,0.069
2024-04-24,LATAM,Headphones,15,72.79,1091.81,272.91,0.056
2024-04-24,LATAM,Camera,31,24.27,752.46,386.58,0.052
2024-04-24,LATAM,Blender,16,58.02,928.29,347.37,0.07
2024-04-24,LATAM,Smartwatch,26,77.19,2006.99,267.31,0.136
2024-04-25,North America,Camera,43,134.98,5804.2,104.13,0.12
2024-04-25,North America,Smartwatch,35,101.46,3551.2,71.9,0.083
2024-04-25,North America,Shoes,53,24.17,1281.25,142.3,0.079
2024-04-25,North America,Laptop,42,144.88,6084.76,216.97,0.116
2024-04-25,Europe,Smartwatch,44,72.97,3210.67,96.54,0.14
2024-04-25,Europe,Shoes,11,108.66,1195.21,112.12,0.119
2024-04-25,Europe,Headphones,5,121.65,608.24,101.67,0.038
2024-04-25,APAC,Shoes,58,21.36,1238.96,107.21,0.076
2024-04-25,APAC,Laptop,22,103.66,2280.57,56.2,0.062
2024-04-25,LATAM,Camera,58,58.74,3406.65,60.56,0.067
2024-04-25,LATAM,Book,47,19.59,920.65,85.81,0.097
2024-04-25,LATAM,Blender,35,27.76,971.43,95.22,0.053
2024-04-26,North America,Blender,53,58.32,3090.83,110.06,0.128
2024-04-26,North America,Book,57,143.06,8154.67,52.53,0.146
2024-04-26,North America,Smartwatch,13,145.36,1889.68,311.94,0.069
2024-04-26,North America,Headphones,24,47.98,1151.58,265.47,0.133
2024-04-26,Europe,Camera,34,65.7,2233.89,92.82,0.092
2024-04-26,Europe,Laptop,42,133.81,5620.17,259.01,0.107
2024-04-26,Europe,Smartwatch,55,15.66,861.04,80.04,0.088
2024-04-26,APAC,Smartwatch,38,131.47,4996.04,206.67,0.041
2024-04-26,APAC,Laptop,20,66.03,1320.56,390.94,0.046
2024-04-26,LATAM,Camera,26,148.52,3861.5,91.98,0.114
2024-04-26,LATAM,Smartwatch,7,98.11,686.77,85.32,0.109
2024-04-26,LATAM,Laptop,56,11.87,664.65,56.27,0.067
2024-04-27,North America,Shoes,59,133.78,7893.16,374.81,0.105
2024-04-27,North America,Book,50,37.37,1868.72,306.83,0.039
2024-04-27,North America,Camera,42,102.66,4311.84,365.19,0.095
2024-04-27,Europe,Camera,23,89.82,2065.77,140.2,0.04
2024-04-27,Europe,Shoes,52,76.88,3997.65,201.63,0.107
2024-04-27,Europe,Blender,6,18.97,113.8,337.2,0.045
2024-04-27,Europe,Book,5,114.08,570.42,269.52,0.1
2024-04-27,APAC,Laptop,29,15.17,439.94,283.49,0.039
2024-04-27,APAC,Headphones,47,74.82,3516.62,354.58,0.056
2024-04-27,APAC,Blender,26,84.15,2188.01,263.24,0.125
2024-04-27,LATAM,Headphones,8,76.88,615.05,385.68,0.05
2024-04-27,LATAM,Laptop,40,23.78,951.05,398.68,0.124
2024-04-28,North America,Shoes,48,100.08,4803.91,320.18,0.049
2024-04-28,North America,Book,22,148.36,3263.86,367.66,0.068
2024-04-28,North America,Headphones,19,98.45,1870.6,129.11,0.15
2024-04-28,Europe,Smartwatch,38,141.99,5395.59,306.0,0.055
2024-04-28,Europe,Camera,43,145.28,6246.91,253.12,0.084
2024-04-28,Europe,Blender,6,130.12,780.72,348.98,0.044
2024-04-28,Europe,Shoes,56,86.22,4828.51,243.86,0.068
2024-04-28,APAC,Smartwatch,5,79.17,395.84,258.55,0.036
2024-04-28,APAC,Headphones,19,102.95,1956.04,181.02,0.141
2024-04-28,LATAM,Shoes,26,133.79,3478.43,77.67,0.061
2024-04-28,LATAM,Book,21,88.72,1863.05,361.01,0.066
2024-04-28,LATAM,Smartwatch,7,148.14,1037.0,289.51,0.044
2024-04-29,North America,Shoes,46,59.36,2730.34,338.74,0.11
2024-04-29,North America,Blender,19,120.65,2292.27,128.63,0.136
2024-04-29,North America,Smartwatch,21,71.64,1504.46,146.67,0.078
2024-04-29,Europe,Laptop,53,138.42,7336.24,94.37,0.1
2024-04-29,Europe,Headphones,27,50.23,1356.17,328.51,0.121
2024-04-29,Europe,Blender,47,54.32,2552.99,166.89,0.051
2024-04-29,Europe,Book,39,24.74,964.75,355.02,0.117
2024-04-29,APAC,Laptop,56,36.2,2027.46,70.09,0.07
2024-04-29,APAC,Blender,46,141.52,6509.82,297.37,0.084
2024-04-29,APAC,Smartwatch,45,57.49,2586.85,62.35,0.051
2024-04-29,LATAM,Shoes,22,47.06,1035.23,321.34,0.104
2024-04-29,LATAM,Camera,21,129.83,2726.41,140.49,0.109
2024-04-29,LATAM,Smartwatch,40,43.01,1720.2,96.11,0.082
2024-04-29,LATAM,Headphones,7,108.9,762.31,327.68,0.141
2024-04-30,North America,Smartwatch,36,129.14,4649.14,180.0,0.075
2024-04-30,North America,Shoes,7,112.57,788.02,394.18,0.113
2024-04-30,Europe,Headphones,25,18.79,469.7,328.78,0.087
2024-04-30,Europe,Camera,29,63.17,1831.87,52.34,0.077
2024-04-30,APAC,Laptop,27,107.51,2902.8,235.92,0.046
2024-04-30,APAC,Blender,8,46.01,368.09,301.93,0.108
2024-04-30,APAC,Shoes,55,117.88,6483.4,263.69,0.14
2024-04-30,LATAM,Camera,41,145.2,5953.26,269.3,0.148
2024-04-30,LATAM,Shoes,39,11.38,443.94,105.46,0.049
2024-05-01,North America,Camera,23,123.42,2838.66,358.6,0.041
2024-05-01,North America,Headphones,58,41.27,2393.67,326.04,0.118
2024-05-01,North America,Smartwatch,11,34.75,382.28,122.14,0.031
2024-05-01,North America,Shoes,36,31.26,1125.41,199.47,0.038
2024-05-01,Europe,Book,21,76.37,1603.72,195.82,0.11
2024-05-01,Europe,Headphones,21,37.46,786.68,237.79,0.097
2024-05-01,Europe,Smartwatch,26,47.85,1244.09,251.9,0.066
2024-05-01,Europe,Shoes,20,109.48,2189.67,277.64,0.101
2024-05-01,APAC,Camera,58,77.38,4488.06,215.87,0.046
2024-05-01,APAC,Smartwatch,11,132.74,1460.15,393.48,0.114
2024-05-01,APAC,Blender,52,104.72,5445.52,318.01,0.052
2024-05-01,APAC,Laptop,23,90.92,2091.17,210.03,0.041
2024-05-01,LATAM,Laptop,42,139.63,5864.45,316.92,0.084
2024-05-01,LATAM,Camera,42,42.24,1774.27,357.34,0.124
2024-05-01,LATAM,Blender,40,63.21,2528.4,395.94,0.058
2024-05-01,LATAM,Smartwatch,36,142.12,5116.41,257.2,0.091
2024-05-02,North America,Laptop,36,76.41,2750.88,310.79,0.038
2024-05-02,North America,Camera,41,119.13,4884.2,217.12,0.122
2024-05-02,North America,Shoes,11,118.4,1302.37,203.57,0.032
2024-05-02,North America,Blender,13,81.86,1064.14,278.42,0.049
2024-05-02,Europe,Headphones,32,67.48,2159.35,279.05,0.101
2024-05-02,Europe,Blender,27,70.32,1898.71,299.77,0.088
2024-05-02,Europe,Shoes,31,114.2,3540.09,61.84,0.147
2024-05-02,APAC,Laptop,32,141.82,4538.24,213.63,0.042
2024-05-02,APAC,Shoes,8,83.2,665.58,195.13,0.079
2024-05-02,APAC,Book,43,120.94,5200.35,332.15,0.12
2024-05-02,LATAM,Shoes,40,87.72,3508.62,253.6,0.065
2024-05-02,LATAM,Blender,55,72.23,3972.59,154.85,0.087
2024-05-02,LATAM,Smartwatch,47,103.58,4868.13,236.5,0.117
2024-05-03,North America,Camera,36,31.25,1125.07,113.29,0.079
2024-05-03,North America,Shoes,44,103.3,4545.28,314.07,0.149
2024-05-03,North America,Book,54,62.94,3398.7,249.7,0.119
2024-05-03,North America,Headphones,49,77.46,3795.7,56.89,0.114
2024-05-03,Europe,Headphones,6,65.47,392.81,242.21,0.08
2024-05-03,Europe,Shoes,14,41.4,579.56,197.3,0.145
2024-05-03,Europe,Book,55,102.3,5626.45,122.86,0.125
2024-05-03,Europe,Blender,20,93.14,1862.78,211.71,0.089
2024-05-03,APAC,Shoes,10,57.48,574.8,160.47,0.104
2024-05-03,APAC,Smartwatch,51,107.54,5484.76,73.12,0.069
2024-05-03,APAC,Blender,13,64.48,838.22,102.27,0.116
2024-05-03,LATAM,Smartwatch,34,74.73,2540.87,56.58,0.06
2024-05-03,LATAM,Book,27,57.29,1546.87,282.61,0.079
2024-05-03,LATAM,Camera,52,16.29,847.14,345.67,0.12
2024-05-04,North America,Book,22,113.85,2504.69,63.75,0.057
2024-05-04,North America,Camera,35,96.52,3378.07,236.1,0.107
2024-05-04,Europe,Headphones,10,11.64,116.44,110.75,0.145
2024-05-04,Europe,Book,40,61.11,2444.57,102.6,0.047
2024-05-04,Europe,Camera,55,16.02,881.28,192.11,0.123
2024-05-04,APAC,Shoes,57,146.36,8342.28,313.07,0.084
2024-05-04,APAC,Smartwatch,28,36.93,1033.9,138.9,0.134
2024-05-04,LATAM,Shoes,51,105.73,5392.07,264.88,0.081
2024-05-04,LATAM,Laptop,17,95.18,1618.04,92.13,0.043
2024-05-05,North America,Shoes,43,111.14,4779.07,146.77,0.055
2024-05-05,North America,Camera,45,119.87,5394.29,223.6,0.05
2024-05-05,North America,Headphones,15,50.13,752.01,104.67,0.063
2024-05-05,North America,Book,59,42.68,2518.02,315.36,0.142
2024-05-05,Europe,Blender,54,138.59,7483.92,156.92,0.119
2024-05-05,Europe,Headphones,52,148.66,7730.22,272.48,0.114
2024-05-05,Europe,Camera,51,96.7,4931.66,85.14,0.04
2024-05-05,APAC,Blender,34,37.1,1261.37,146.51,0.143
2024-05-05,APAC,Camera,22,130.15,2863.22,120.21,0.134
2024-05-05,LATAM,Laptop,21,115.2,2419.23,280.44,0.126
2024-05-05,LATAM,Book,43,37.86,1627.87,54.68,0.075
2024-05-05,LATAM,Smartwatch,18,41.41,745.37,189.47,0.133
2024-05-05,LATAM,Shoes,26,109.94,2858.44,199.39,0.101
2024-05-06,North America,Blender,57,26.15,1490.7,136.97,0.133
2024-05-06,North America,Smartwatch,7,57.77,404.38,226.78,0.051
2024-05-06,North America,Laptop,15,56.13,841.88,209.18,0.149
2024-05-06,North America,Book,37,141.19,5224.04,376.93,0.075
2024-05-06,Europe,Book,38,15.49,588.65,145.56,0.113
2024-05-06,Europe,Blender,59,42.31,2496.02,288.99,0.095
2024-05-06,Europe,Shoes,16,25.46,407.32,157.42,0.118
2024-05-06,Europe,Camera,28,67.05,1877.37,340.96,0.062
2024-05-06,APAC,Book,21,25.81,542.11,146.91,0.041
2024-05-06,APAC,Blender,45,47.58,2141.32,203.82,0.08
2024-05-06,APAC,Headphones,17,91.71,1559.11,104.09,0.056
2024-05-06,APAC,Laptop,13,64.84,842.91,303.1,0.13
2024-05-06,LATAM,Book,25,33.36,833.92,105.11,0.05
2024-05-06,LATAM,Camera,47,106.98,5028.08,62.84,0.05
2024-05-06,LATAM,Shoes,18,14.19,255.34,305.08,0.079
2024-05-07,North America,Shoes,25,27.92,697.93,222.72,0.13
2024-05-07,North America,Smartwatch,43,15.94,685.5,271.71,0.112
2024-05-07,North America,Headphones,52,45.25,2353.19,211.04,0.12
2024-05-07,North America,Book,18,57.62,1037.16,72.32,0.129
2024-05-07,Europe,Blender,12,61.48,737.81,99.37,0.059
2024-05-07,Europe,Laptop,49,87.2,4272.57,343.24,0.1
2024-05-07,Europe,Headphones,8,138.43,1107.45,57.74,0.103
2024-05-07,Europe,Camera,44,61.48,2705.01,237.08,0.134
2024-05-07,APAC,Camera,51,129.71,6615.25,302.67,0.095
2024-05-07,APAC,Book,22,52.64,1158.03,240.95,0.054
2024-05-07,APAC,Headphones,14,135.16,1892.28,58.38,0.093
2024-05-07,APAC,Shoes,11,31.39,345.25,58.31,0.048
2024-05-07,LATAM,Smartwatch,56,60.27,3375.12,202.71,0.104
2024-05-07,LATAM,Shoes,45,64.59,2906.48,375.05,0.142
2024-05-08,North America,Blender,33,108.17,3569.6,128.27,0.095
2024-05-08,North America,Smartwatch,34,34.0,1155.95,173.91,0.128
